_id,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
408305,GO-20242112641,2024-09-26,2024-09-26,2024,September,26,270,Thursday  ,14,2024.0,September,26.0,270.0,Thursday  ,14,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34661502162206,43.703234389898334
299948,GO-20221159888,2022-06-18,2022-06-16,2022,June,18,169,Saturday  ,22,2022.0,June,16.0,167.0,Thursday  ,21,D55,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,063,The Beaches (63),063,The Beaches (63),-79.28561775371072,43.67104294083303
149306,GO-20181013753,2018-06-04,2018-06-04,2018,June,4,155,Monday    ,21,2018.0,June,4.0,155.0,Monday    ,21,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,136,West Hill (136),136,West Hill (136),-79.18279100453908,43.7600851062266
234950,GO-20201626018,2020-08-28,2020-08-27,2020,August,28,241,Friday    ,21,2020.0,August,27.0,240.0,Thursday  ,19,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1610,200,Robbery - Mugging,Robbery,146,Malvern East (146),132,Malvern (132),-79.21354077667797,43.80629939686031
409507,GO-20242182667,2024-10-05,2014-01-01,2024,October,5,279,Saturday  ,12,2014.0,January,1.0,1.0,Wednesday ,0,D11,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.44645392062525,43.66672392285862
227741,GO-20201132347,2020-06-20,2020-06-20,2020,June,20,172,Saturday  ,0,2020.0,June,20.0,172.0,Saturday  ,0,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,124,Kennedy Park (124),124,Kennedy Park (124),-79.25248672415931,43.72777918780734
238291,GO-20201847788,2020-09-29,2020-09-29,2020,September,29,273,Tuesday   ,5,2020.0,September,29.0,273.0,Tuesday   ,3,D22,"Gas Station (Self, Full, Attached Convenience)",Commercial,1460,100,Assault Peace Officer,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.48672421162155,43.629834988608586
159097,GO-20189029405,2018-09-06,2018-09-01,2018,September,6,249,Thursday  ,13,2018.0,September,1.0,244.0,Saturday  ,11,D23,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6107021729982,43.737847341617694
403577,GO-20241833576,2024-08-21,2024-08-17,2024,August,21,234,Wednesday ,21,2024.0,August,17.0,230.0,Saturday  ,5,D51,Ttc Street Car,Transit,1430,100,Assault,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37439714862246,43.64991988902346
239218,GO-20201921756,2020-10-09,2020-10-09,2020,October,9,283,Friday    ,21,2020.0,October,9.0,283.0,Friday    ,21,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,138,Eglinton East (138),138,Eglinton East (138),-79.25561782879113,43.73509528237715
157060,GO-20181523054,2018-08-18,2018-08-18,2018,August,18,230,Saturday  ,4,2018.0,August,18.0,230.0,Saturday  ,4,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2916339623115,43.69610671653836
111908,GO-2017914574,2017-05-24,2017-05-23,2017,May,24,144,Wednesday ,7,2017.0,May,23.0,143.0,Tuesday   ,0,D22,Unknown,Other,1480,110,Administering Noxious Thing,Assault,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.48051701540183,43.62413949395865
171218,GO-20182383013,2018-12-30,2018-12-30,2018,December,30,364,Sunday    ,3,2018.0,December,30.0,364.0,Sunday    ,3,D51,Bar / Restaurant,Commercial,1430,100,Assault,Assault,072,Regent Park (72),072,Regent Park (72),-79.36342415787794,43.655822894926565
164794,GO-20182012027,2018-10-31,2018-10-31,2018,October,31,304,Wednesday ,23,2018.0,October,31.0,304.0,Wednesday ,23,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,107,Oakwood Village (107),107,Oakwood Village (107),-79.44432369152803,43.69444487000008
153556,GO-20181288618,2018-07-15,2018-07-15,2018,July,15,196,Sunday    ,5,2018.0,July,15.0,196.0,Sunday    ,5,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,220,B&E W'Intent,Break and Enter,139,Scarborough Village (139),139,Scarborough Village (139),-79.22515077616401,43.74178808353859
394712,GO-20241303673,2024-06-15,2024-06-15,2024,June,15,167,Saturday  ,18,2024.0,June,15.0,167.0,Saturday  ,12,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,095,Annex (95),095,Annex (95),-79.39449384486582,43.66959831028961
128503,GO-20172008315,2017-11-06,2017-11-06,2017,November,6,310,Monday    ,9,2017.0,November,6.0,310.0,Monday    ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.38377904686179,43.66303790214166
37004,GO-2015350273,2015-02-28,2015-02-28,2015,February,28,59,Saturday  ,20,2015.0,February,28.0,59.0,Saturday  ,17,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,180,Robbery - Swarming,Robbery,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.46961007938206,43.69555487348367
166020,GO-20182082287,2018-11-11,2018-11-11,2018,November,11,315,Sunday    ,20,2018.0,November,11.0,315.0,Sunday    ,20,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.43267938533042,43.71776766073525
346288,GO-20231449191,2023-06-23,2023-06-23,2023,June,23,174,Friday    ,16,2023.0,June,23.0,174.0,Friday    ,11,D22,"Open Areas (Lakes, Parks, Rivers)",Outside,1420,100,Assault With Weapon,Assault,019,Long Branch (19),019,Long Branch (19),-79.54045380343638,43.5864869503928
69436,GO-2016287623,2016-02-18,2016-02-18,2016,February,18,49,Thursday  ,3,2016.0,February,18.0,49.0,Thursday  ,3,D14,Ttc Subway Station,Transit,1420,110,Assault Bodily Harm,Assault,095,Annex (95),095,Annex (95),-79.41179143478892,43.66662311127349
54964,GO-20151583254,2015-09-13,2015-09-13,2015,September,13,256,Sunday    ,16,2015.0,September,13.0,256.0,Sunday    ,16,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,150,Robbery - Purse Snatch,Robbery,024,Black Creek (24),024,Black Creek (24),-79.52248970975376,43.77123847890192
6195,GO-20141721839,2014-03-18,2014-03-18,2014,March,18,77,Tuesday   ,9,2014.0,March,18.0,77.0,Tuesday   ,9,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,135,Morningside (135),135,Morningside (135),-79.22049609540962,43.787968595751934
16407,GO-20142467239,2014-07-10,2014-07-10,2014,July,10,191,Thursday  ,7,2014.0,July,10.0,191.0,Thursday  ,7,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.37453055088848,43.65706729617105
256384,GO-2021767990,2021-04-26,2021-04-16,2021,April,26,116,Monday    ,22,2021.0,April,16.0,106.0,Friday    ,9,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.39593895101844,43.70474261455879
90585,GO-20161749394,2016-10-02,2016-10-02,2016,October,2,276,Sunday    ,3,2016.0,October,2.0,276.0,Sunday    ,3,D54,Ttc Subway Train,Transit,1610,100,Robbery With Weapon,Robbery,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.35351419065728,43.6780213530755
13578,GO-20142263998,2014-06-09,2013-09-21,2014,June,9,160,Monday    ,20,2013.0,September,21.0,264.0,Saturday  ,0,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,136,West Hill (136),136,West Hill (136),-79.1994609085625,43.76544169168032
99793,GO-201766765,2017-01-12,2017-01-12,2017,January,12,12,Thursday  ,2,2017.0,January,12.0,12.0,Thursday  ,2,D32,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.43243958512402,43.7204676607881
288631,GO-2022462971,2022-03-12,2022-03-12,2022,March,12,71,Saturday  ,1,2022.0,March,12.0,71.0,Saturday  ,0,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,079,University (79),079,University (79),-79.39982104056267,43.66751210934002
200002,GO-20191851948,2019-09-19,2019-09-17,2019,September,19,262,Thursday  ,15,2019.0,September,17.0,260.0,Tuesday   ,0,D51,Ttc Subway Station,Transit,1460,100,Assault Peace Officer,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3867607489655,43.67023280982512
384355,GO-2024668872,2024-03-28,2024-03-28,2024,March,28,88,Thursday  ,21,2024.0,March,28.0,88.0,Thursday  ,15,D23,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,1430,100,Assault,Assault,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.59939966806567,43.73087856940539
387291,GO-2024840663,2024-04-19,2024-04-19,2024,April,19,110,Friday    ,19,2024.0,April,19.0,110.0,Friday    ,19,D51,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.3747326519609,43.66068869979243
332762,GO-2023608065,2023-03-18,2023-01-15,2023,March,18,77,Saturday  ,23,2023.0,January,15.0,15.0,Sunday    ,23,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,123,Cliffcrest (123),123,Cliffcrest (123),-79.23385104675688,43.72846018940575
192906,GO-20191362180,2019-07-20,2019-07-20,2019,July,20,201,Saturday  ,13,2019.0,July,20.0,201.0,Saturday  ,13,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4019833326708,43.647597787362685
132102,GO-20173170603,2017-12-10,2017-12-10,2017,December,10,344,Sunday    ,19,2017.0,December,10.0,344.0,Sunday    ,19,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.41142355151806,43.735007774921854
199358,GO-20191768256,2019-09-14,2019-09-13,2019,September,14,257,Saturday  ,19,2019.0,September,13.0,256.0,Friday    ,17,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,138,Eglinton East (138),138,Eglinton East (138),-79.2352444617072,43.73952548156437
292456,GO-2022701278,2022-04-15,2022-04-15,2022,April,15,105,Friday    ,11,2022.0,April,15.0,105.0,Friday    ,9,D52,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.38146754290888,43.64290718201088
176709,GO-2019345695,2019-02-23,2019-02-23,2019,February,23,54,Saturday  ,21,2019.0,February,23.0,54.0,Saturday  ,21,D14,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,1430,100,Assault,Assault,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.42814402498794,43.66144760993278
419476,GO-20242769864,2024-12-24,2024-12-24,2024,December,24,359,Tuesday   ,1,2024.0,December,24.0,359.0,Tuesday   ,1,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,068,North Riverdale (68),068,North Riverdale (68),-79.35621157928553,43.67336703135721
419405,GO-20242772612,2024-12-24,2024-12-24,2024,December,24,359,Tuesday   ,12,2024.0,December,24.0,359.0,Tuesday   ,12,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,024,Black Creek (24),024,Black Creek (24),-79.52293871159492,43.76826648192063
153437,GO-20181280916,2018-07-13,2018-07-13,2018,July,13,194,Friday    ,23,2018.0,July,13.0,194.0,Friday    ,0,D52,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.38544004687525,43.664739203842935
171084,GO-20182380026,2018-12-29,2018-12-29,2018,December,29,363,Saturday  ,15,2018.0,December,29.0,363.0,Saturday  ,8,D51,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3783339514245,43.66628190538561
77635,GO-2016860003,2016-05-19,2016-05-15,2016,May,19,140,Thursday  ,8,2016.0,May,15.0,136.0,Sunday    ,2,D55,Ttc Street Car,Transit,1430,100,Assault,Assault,068,North Riverdale (68),068,North Riverdale (68),-79.35263637257466,43.66548840948154
188261,GO-20191086281,2019-06-12,2019-06-12,2019,June,12,163,Wednesday ,18,2019.0,June,12.0,163.0,Wednesday ,14,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,018,New Toronto (18),018,New Toronto (18),-79.52172509898935,43.59713949180394
171041,GO-20182370883,2018-12-28,2018-12-28,2018,December,28,362,Friday    ,2,2018.0,December,28.0,362.0,Friday    ,2,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,019,Long Branch (19),019,Long Branch (19),-79.53989988121268,43.58854825703854
181849,GO-2019678371,2019-04-15,2019-04-12,2019,April,15,105,Monday    ,9,2019.0,April,12.0,102.0,Friday    ,13,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,Robbery,NSA,NSA,NSA,NSA,,
70839,GO-2016385451,2016-03-05,2016-03-05,2016,March,5,65,Saturday  ,2,2016.0,March,5.0,65.0,Saturday  ,1,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,110,Assault Bodily Harm,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.49673903327086,43.6122600960794
187114,GO-20191011850,2019-06-02,2019-06-01,2019,June,2,153,Sunday    ,11,2019.0,June,1.0,152.0,Saturday  ,22,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.45444362035516,43.67051493168426
296577,GO-2022949546,2022-05-21,2022-05-20,2022,May,21,141,Saturday  ,3,2022.0,May,20.0,140.0,Friday    ,21,D55,"Apartment (Rooming House, Condo)",Apartment,2120,210,Unlawfully In Dwelling-House,Break and Enter,070,South Riverdale (70),070,South Riverdale (70),-79.34249798006343,43.66052751195524
260809,GO-20211091933,2021-06-11,2021-06-11,2021,June,11,162,Friday    ,16,2021.0,June,11.0,162.0,Friday    ,16,D23,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5881393689254,43.74631847316927
104368,GO-2017396327,2017-03-04,2017-03-03,2017,March,4,63,Saturday  ,11,2017.0,March,3.0,62.0,Friday    ,0,D11,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,088,High Park North (88),088,High Park North (88),-79.45422441728623,43.66075022158991
244134,GO-20202268108,2020-12-01,2020-12-01,2020,December,1,336,Tuesday   ,2,2020.0,December,1.0,336.0,Tuesday   ,2,D22,Convenience Stores,Commercial,1430,100,Assault,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.48980142652418,43.61275673046895
298735,GO-20221076246,2022-06-07,2022-06-07,2022,June,7,158,Tuesday   ,11,2022.0,June,7.0,158.0,Tuesday   ,1,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.51307094148528,43.71044004525905
213803,GO-2020147427,2020-01-22,2020-01-22,2020,January,22,22,Wednesday ,8,2020.0,January,22.0,22.0,Wednesday ,4,D52,Bar / Restaurant,Commercial,2120,220,B&E W'Intent,Break and Enter,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39626253563942,43.6487715878752
44052,GO-2015846344,2015-05-21,2015-05-21,2015,May,21,141,Thursday  ,11,2015.0,May,21.0,141.0,Thursday  ,11,D14,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.39233023588848,43.6384861775899
116209,GO-20171216174,2017-07-07,2017-07-07,2017,July,7,188,Friday    ,14,2017.0,July,7.0,188.0,Friday    ,14,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,140,Robbery - Vehicle Jacking,Robbery,037,Willowdale West (37),037,Willowdale West (37),-79.41401916026584,43.7737733934265
42855,GO-2015760662,2015-05-07,2015-05-07,2015,May,7,127,Thursday  ,16,2015.0,May,7.0,127.0,Thursday  ,16,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1460,100,Assault Peace Officer,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.28726718379687,43.72693556480138
220506,GO-2020606530,2020-03-26,2020-03-26,2020,March,26,86,Thursday  ,13,2020.0,March,26.0,86.0,Thursday  ,13,D41,Homeless Shelter / Mission,Other,1430,100,Assault,Assault,124,Kennedy Park (124),124,Kennedy Park (124),-79.25921660716287,43.71816200070964
208903,GO-20192347952,2019-12-06,2019-12-02,2019,December,6,340,Friday    ,2,2019.0,December,2.0,336.0,Monday    ,7,D53,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,102,Forest Hill North (102),102,Forest Hill North (102),-79.42704519989134,43.70792116579648
99047,GO-20172309152,2017-01-02,2017-01-02,2017,January,2,2,Monday    ,22,2017.0,January,2.0,2.0,Monday    ,22,D55,"Apartment (Rooming House, Condo)",Apartment,1610,100,Robbery With Weapon,Robbery,070,South Riverdale (70),070,South Riverdale (70),-79.35347526853354,43.66068510115833
260572,GO-20211072665,2021-06-09,2021-06-08,2021,June,9,160,Wednesday ,0,2021.0,June,8.0,159.0,Tuesday   ,21,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1410,100,Aggravated Assault,Assault,116,Steeles (116),116,Steeles (116),-79.31115409724694,43.80863063979114
338778,GO-2023973561,2023-05-02,2023-05-01,2023,May,2,122,Tuesday   ,8,2023.0,May,1.0,121.0,Monday    ,22,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,022,Humbermede (22),022,Humbermede (22),-79.53689749473845,43.74043367146348
13599,GO-20142251932,2014-06-09,2014-06-09,2014,June,9,160,Monday    ,8,2014.0,June,9.0,160.0,Monday    ,8,D12,"Apartment (Rooming House, Condo)",Apartment,2120,210,Unlawfully In Dwelling-House,Break and Enter,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.49382766231602,43.69692646705771
227085,GO-20201081961,2020-06-12,2020-06-12,2020,June,12,164,Friday    ,14,2020.0,June,12.0,164.0,Friday    ,14,D51,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.37009915354126,43.65616289526663
341818,GO-20231155306,2023-05-23,2023-05-19,2023,May,23,143,Tuesday   ,7,2023.0,May,19.0,139.0,Friday    ,14,D31,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2120,200,B&E,Break and Enter,022,Humbermede (22),022,Humbermede (22),-79.54105709564672,43.745968179658064
359502,GO-20232238914,2023-09-25,2023-09-20,2023,September,25,268,Monday    ,16,2023.0,September,20.0,263.0,Wednesday ,11,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,1430,100,Assault,Assault,018,New Toronto (18),018,New Toronto (18),-79.52021889565772,43.597472594922856
352244,GO-20231821011,2023-08-05,2023-08-05,2023,August,5,217,Saturday  ,13,2023.0,August,5.0,217.0,Saturday  ,13,D13,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,Assault,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.45052881726266,43.67620501875811
166856,GO-20182128582,2018-11-19,2018-11-19,2018,November,19,323,Monday    ,7,2018.0,November,19.0,323.0,Monday    ,7,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.50401994520563,43.72352274643957
376935,GO-2024222053,2024-01-30,2024-01-30,2024,January,30,30,Tuesday   ,6,2024.0,January,30.0,30.0,Tuesday   ,4,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.26944660638144,43.78178775062522
228322,GO-20201177910,2020-06-26,2020-06-15,2020,June,26,178,Friday    ,16,2020.0,June,15.0,167.0,Monday    ,21,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.3372029249399,43.71656825752939
182908,GO-2019743029,2019-04-25,2019-04-09,2019,April,25,115,Thursday  ,12,2019.0,April,9.0,99.0,Tuesday   ,11,D43,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,142,Woburn North (142),137,Woburn (137),-79.22601535844521,43.77976410549268
147724,GO-2018907428,2018-05-20,2018-05-20,2018,May,20,140,Sunday    ,5,2018.0,May,20.0,140.0,Sunday    ,5,D13,"Apartment (Rooming House, Condo)",Apartment,1420,110,Assault Bodily Harm,Assault,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.4486308170399,43.67677651698203
5325,GO-20141654365,2014-03-07,2014-03-07,2014,March,7,66,Friday    ,1,2014.0,March,7.0,66.0,Friday    ,1,D52,Bar / Restaurant,Commercial,1460,100,Assault Peace Officer,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.38838513948967,43.64756988667352
84024,GO-20161299304,2016-07-24,2016-07-22,2016,July,24,206,Sunday    ,11,2016.0,July,22.0,204.0,Friday    ,11,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,110,Assault Bodily Harm,Assault,125,Ionview (125),125,Ionview (125),-79.27985330145286,43.73523366354255
199476,GO-20191769955,2019-09-15,2019-09-15,2019,September,15,258,Sunday    ,1,2019.0,September,15.0,258.0,Sunday    ,1,D51,"Apartment (Rooming House, Condo)",Apartment,1480,100,Assault - Resist/ Prevent Seiz,Assault,074,North St.James Town (74),074,North St.James Town (74),-79.37496165688604,43.67128511040276
182597,GO-2019722952,2019-04-22,2019-04-18,2019,April,22,112,Monday    ,15,2019.0,April,18.0,108.0,Thursday  ,8,D31,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,024,Black Creek (24),024,Black Creek (24),-79.51770621230266,43.75899518613186
49991,GO-20151249300,2015-07-22,2015-07-22,2015,July,22,203,Wednesday ,19,2015.0,July,22.0,203.0,Wednesday ,12,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,043,Victoria Village (43),043,Victoria Village (43),-79.30969065807973,43.73000654236807
199352,GO-20191769408,2019-09-14,2019-09-14,2019,September,14,257,Saturday  ,23,2019.0,September,14.0,257.0,Saturday  ,23,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1610,100,Robbery With Weapon,Robbery,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4148804286,43.65319599725994
73603,GO-2016571627,2016-04-05,2016-04-04,2016,April,5,96,Tuesday   ,1,2016.0,April,4.0,95.0,Monday    ,7,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,007,Willowridge-Martingrove-Richview (7),007,Willowridge-Martingrove-Richview (7),-79.54531998579442,43.679603972845165
2503,GO-20141449303,2014-02-01,2014-02-01,2014,February,1,32,Saturday  ,12,2014.0,February,1.0,32.0,Saturday  ,12,D32,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,037,Willowdale West (37),037,Willowdale West (37),-79.41628556802694,43.76854878787569
328610,GO-2023326931,2023-02-10,2023-02-10,2023,February,10,41,Friday    ,22,2023.0,February,10.0,41.0,Friday    ,21,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.46369951555796,43.65389242229018
114594,GO-20171102159,2017-06-20,2017-06-20,2017,June,20,171,Tuesday   ,16,2017.0,June,20.0,171.0,Tuesday   ,15,D33,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,047,Don Valley Village (47),047,Don Valley Village (47),-79.35301563768607,43.78734462823604
299783,GO-20221142193,2022-06-16,2022-06-16,2022,June,16,167,Thursday  ,12,2022.0,June,16.0,167.0,Thursday  ,9,D22,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,018,New Toronto (18),018,New Toronto (18),-79.49949605202785,43.60204887089285
327681,GO-2023261182,2023-02-03,2023-02-02,2023,February,3,34,Friday    ,0,2023.0,February,2.0,33.0,Thursday  ,22,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,084,Little Portugal (84),084,Little Portugal (84),-79.42952742348952,43.6446262907949
267506,GO-20211557263,2021-08-16,2021-08-16,2021,August,16,228,Monday    ,21,2021.0,August,16.0,228.0,Monday    ,21,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,Robbery,066,Danforth (66),066,Danforth (66),-79.32363123294031,43.68336521316597
138039,GO-2018272190,2018-02-12,2018-02-08,2018,February,12,43,Monday    ,15,2018.0,February,8.0,39.0,Thursday  ,16,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,037,Willowdale West (37),037,Willowdale West (37),-79.44259739878474,43.77231058039448
336817,GO-2023850943,2023-04-17,2023-04-15,2023,April,17,107,Monday    ,14,2023.0,April,15.0,105.0,Saturday  ,9,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,138,Eglinton East (138),138,Eglinton East (138),-79.22932547354156,43.74237018222058
383925,GO-2024639180,2024-03-24,2024-03-24,2024,March,24,84,Sunday    ,19,2024.0,March,24.0,84.0,Sunday    ,18,D43,"Apartment (Rooming House, Condo)",Apartment,1610,130,Robbery - Home Invasion,Robbery,136,West Hill (136),136,West Hill (136),-79.18943920519887,43.76769079627477
